,Ensembl,Symbol,s28mo_AR_M-s28mo_C_M_logFC,s28mo_AR_M-s28mo_C_M_logCPM,s28mo_AR_M-s28mo_C_M_LR,s28mo_AR_M-s28mo_C_M_PValue,s28mo_AR_M-s28mo_C_M_FDR,s28mo_AR_M-s28mo_C_M_Status,Description
4059,ENSMUSG00000026193,Fn1,0.7129955476,4.7270775,13.254088090572,2.719860639223e-4,0.1061954476248,NA,fibronectin 1
4253,ENSMUSG00000026678,Rgs5,0.4768369349,7.05710069,13.1965867377119,2.804594441333e-4,0.1065442688307,NA,regulator of G-protein signaling 5
6443,ENSMUSG00000032024,Clmp,1.0349513172,1.9843139,13.1461337782965,2.8811312449325e-4,0.1065715283652,NA,CXADR-like membrane protein
195,ENSMUSG00000001506,Col1a1,1.17965571,4.37694824,12.7611908400941,3.5388552417028e-4,0.1125839659053,NA,"collagen, type I, alpha 1"
2329,ENSMUSG00000021390,Ogn,0.7194702859,4.14026578,12.7569560440347,3.546876370644e-4,0.1125839659053,NA,osteoglycin
3181,ENSMUSG00000024042,Sik1,-0.4923479583,4.87093879,12.7430970277977,3.5732551601276e-4,0.1125839659053,NA,salt inducible kinase 1
4326,ENSMUSG00000026837,Col5a1,0.9228038429,3.71685552,12.7594394818118,3.5421702693235e-4,0.1125839659053,NA,"collagen, type V, alpha 1"
6188,ENSMUSG00000031502,Col4a1,0.8132793614,6.07788525,12.9323151123208,3.2295811594204e-4,0.1125839659053,NA,"collagen, type IV, alpha 1"
6925,ENSMUSG00000033502,Cdc14a,-0.5805454676,3.7009679,12.6857896277963,3.6844496525624e-4,0.1125839659053,NA,CDC14 cell division cycle 14A
8095,ENSMUSG00000038259,Gdf5,-1.4992401695,1.50212033,12.7927177366289,3.4797123536226e-4,0.1125839659053,NA,growth differentiation factor 5
13510,ENSMUSG00000105096,Gbp10,1.1728429174,5.07749955,12.687646465344,3.6807926646141e-4,0.1125839659053,NA,guanylate-binding protein 10
4486,ENSMUSG00000027254,Map1a,0.4664365279,4.62126615,12.6367913116137,3.782286110939e-4,0.1131144969688,NA,microtubule-associated protein 1 A
1670,ENSMUSG00000019932,Kera,1.4777333302,0.40040724,12.5114417520888,4.0446736213992e-4,0.1136346115745,NA,keratocan
4252,ENSMUSG00000026676,Ccdc3,0.7400087385,2.88670876,12.4755853549552,4.1230543471121e-4,0.1136346115745,NA,coiled-coil domain containing 3
8342,ENSMUSG00000039084,Chad,0.931529856,2.65556265,12.5176837983568,4.0311831651392e-4,0.1136346115745,NA,chondroadherin
9028,ENSMUSG00000041828,Abca8a,0.5661700325,4.88830934,12.5310809436496,4.0023820001716e-4,0.1136346115745,NA,"ATP-binding cassette, sub-family A (ABC1), member 8a"
1682,ENSMUSG00000019970,Sgk1,-0.4965822814,7.4345205,12.3778699306377,4.3445249878282e-4,0.115220081564,NA,serum/glucocorticoid regulated kinase 1
4935,ENSMUSG00000028339,Col15a1,1.0590439189,3.33898008,12.4130832749878,4.2633637234501e-4,0.115220081564,NA,"collagen, type XV, alpha 1"
532,ENSMUSG00000004105,Angptl2,-0.5180248457,5.42774825,12.3054449541386,4.5163881762105e-4,0.1175599114904,NA,angiopoietin-like 2
5344,ENSMUSG00000029189,Sel1l3,-0.4663156664,5.95591702,12.1998135466969,4.7794292533002e-4,0.1221448319716,NA,sel-1 suppressor of lin-12-like 3 (C. elegans)
6036,ENSMUSG00000031093,Dock11,1.039561451,1.41715618,12.101751597037,5.0374479038448e-4,0.1264399423865,NA,dedicator of cytokinesis 11
3800,ENSMUSG00000025498,Irf7,-1.2193468237,2.22464152,12.025342460724,5.2482054955565e-4,0.1282587307828,NA,interferon regulatory factor 7
6189,ENSMUSG00000031503,Col4a2,0.6376979618,5.9557489,12.009710993458,5.2924063641148e-4,0.1282587307828,NA,"collagen, type IV, alpha 2"
13499,ENSMUSG00000104713,Gbp6,0.7190054317,3.59378955,11.9293741637236,5.5255735969942e-4,0.1316397669142,NA,guanylate binding protein 6
9393,ENSMUSG00000044006,Cilp2,1.2536425351,1.17458465,11.8808903416869,5.6712824119338e-4,0.1328592426369,NA,cartilage intermediate layer protein 2
9909,ENSMUSG00000048126,Col6a3,0.8663200594,4.28769561,11.7596572386847,6.0528371432397e-4,0.1394732440744,NA,"collagen, type VI, alpha 3"
6121,ENSMUSG00000031342,Gpm6b,1.0705369999,1.5924451,11.7109065550452,6.2134841897006e-4,0.1408656996297,NA,glycoprotein m6b
2431,ENSMUSG00000021676,Iqgap2,1.2412634517,0.87034403,11.5423380313891,6.8029034438032e-4,0.1479276082891,NA,IQ motif containing GTPase activating protein 2
2704,ENSMUSG00000022324,Matn2,1.0621872632,1.75952757,11.5320362100404,6.8407047088736e-4,0.1479276082891,NA,matrilin 2
9096,ENSMUSG00000042155,Klhl23,0.5557262402,4.0009,11.5765915587341,6.6787247859709e-4,0.1479276082891,NA,kelch-like 23
6094,ENSMUSG00000031250,Tnmd,1.1162028808,1.58291898,11.4936665747884,6.9833739462395e-4,0.1487247033157,NA,tenomodulin
8050,ENSMUSG00000038146,Notch3,0.4611552679,4.35523909,11.3790706481,7.4276270214534e-4,0.1558249633038,NA,notch 3
7085,ENSMUSG00000034205,Loxl2,1.3614766685,2.59346772,11.2617111387906,7.9122240687405e-4,0.1614226856822,NA,lysyl oxidase-like 2
8397,ENSMUSG00000039234,Sec24d,0.8856155364,2.18145639,11.2589186773772,7.9241358224765e-4,0.1614226856822,NA,"Sec24 related gene family, member D (S. cerevisiae)"
7914,ENSMUSG00000037664,Cdkn1c,-0.5081487819,4.65244877,11.2036241306026,8.1637734070073e-4,0.1639285700127,NA,cyclin-dependent kinase inhibitor 1C (P57)
4749,ENSMUSG00000027895,Kcnc4,-0.4784760427,6.95559106,11.0963952580754,8.6495682955563e-4,0.1688587943921,NA,"potassium voltage gated channel, Shaw-related subfamily, member 4"
12378,ENSMUSG00000078972,Gm15557,-1.6602282277,0.41195764,11.1029201644258,8.6191895567456e-4,0.1688587943921,NA,predicted gene 15557
184,ENSMUSG00000001435,Col18a1,0.7740318196,3.01706012,11.0039181134236,9.0919486820693e-4,0.171425559069,NA,"collagen, type XVIII, alpha 1"
5021,ENSMUSG00000028527,Ak4,0.9647084536,1.97617213,11.0333453487128,8.9487513457941e-4,0.171425559069,NA,adenylate kinase 4
10560,ENSMUSG00000053825,Ppfia2,0.9936350969,1.09050987,10.9927448287948,9.1469243953998e-4,0.171425559069,NA,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), al"
1077,ENSMUSG00000013584,Aldh1a2,1.1400462684,1.58928944,10.8209437811561,0.00100358318240213,0.1856100685769,NA,"aldehyde dehydrogenase family 1, subfamily A2"
5552,ENSMUSG00000029675,Eln,0.5679169009,4.45620129,10.7474449850785,0.0010442338780560301,0.1879159252544,NA,elastin
5988,ENSMUSG00000030889,Vwa3a,1.1193729581,0.39872032,10.7264336258128,0.00105615808872331,0.1879159252544,NA,von Willebrand factor A domain containing 3A
12893,ENSMUSG00000090208,Gm15851,1.3047150838,0.13618776,10.760988389358,0.00103662008549113,0.1879159252544,NA,predicted gene 15851
1706,ENSMUSG00000020027,Socs2,-0.7965568104,3.48631933,10.6347317440609,0.00110983381681911,0.1925904213483,NA,suppressor of cytokine signaling 2
8889,ENSMUSG00000041189,Chrnb1,-0.3729116174,5.73424339,10.6433361554626,0.00110468219856114,0.1925904213483,NA,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"
12392,ENSMUSG00000079057,Cyp4v3,1.0089842795,1.08341901,10.6000490344418,0.00113084660946978,0.1938436578379,NA,"cytochrome P450, family 4, subfamily v, polypeptide 3"
4737,ENSMUSG00000027875,Hmgcs2,1.9695640294,2.66907938,10.509420296591,0.00118767508737273,0.2011320605797,NA,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2
529,ENSMUSG00000004098,Col5a3,1.016779592,4.27579313,10.4575332886306,0.00122150281297938,0.2038078225941,NA,"collagen, type V, alpha 3"
1708,ENSMUSG00000020032,Nuak1,0.3823477726,5.41821973,10.4410157447039,0.0012324747382254,0.2038078225941,NA,"NUAK family, SNF1-like kinase, 1"
392,ENSMUSG00000002900,Lamb1,0.6657535198,3.97431104,10.2921458466353,0.00133597636266356,0.2177096460659,NA,laminin B1
10758,ENSMUSG00000055866,Per2,-0.4980924753,4.27100085,10.2762713829799,0.00134751986395347,0.2177096460659,NA,period circadian clock 2
3602,ENSMUSG00000025017,Pik3ap1,1.1360689658,0.21410192,10.2168583097777,0.00139162703391218,0.2222807907803,NA,phosphoinositide-3-kinase adaptor protein 1
1054,ENSMUSG00000012428,Steap4,0.5451175666,4.06932515,10.0688711596021,0.00150795393443754,0.2303891358962,NA,STEAP family member 4
1283,ENSMUSG00000016262,Sertad4,1.1175257685,0.85471196,10.1273092254798,0.00146088516806873,0.2303891358962,NA,SERTA domain containing 4
6501,ENSMUSG00000032186,Tmod2,0.8372288836,2.02769461,10.1022873215923,0.00148085409565683,0.2303891358962,NA,tropomodulin 2
8626,ENSMUSG00000040152,Thbs1,0.6264004186,3.42765543,10.0802839245255,0.00149864239424095,0.2303891358962,NA,thrombospondin 1
4476,ENSMUSG00000027230,Creb3l1,1.2715540662,0.83356922,9.9959021526986,0.0015688895068181,0.2371216226649,NA,cAMP responsive element binding protein 3-like 1
2750,ENSMUSG00000022416,Cacna1i,1.1317917069,1.29518063,9.9699136658785,0.00159118953321965,0.2372142378767,NA,"calcium channel, voltage-dependent, alpha 1I subunit"
10690,ENSMUSG00000055116,Arntl,0.6373008289,3.89025988,9.956005904902,0.00160325502264448,0.2372142378767,NA,aryl hydrocarbon receptor nuclear translocator-like
8403,ENSMUSG00000039252,Lgi2,0.9051291651,1.21292215,9.89754806578,0.00165499133880686,0.2423183151903,NA,"leucine-rich repeat LGI family, member 2"
4845,ENSMUSG00000028111,Ctsk,0.9097320346,1.72345874,9.8573575840631,0.00169153888118886,0.2451161908659,NA,cathepsin K
3851,ENSMUSG00000025650,Col7a1,-0.4684149956,5.28755421,9.7891445110263,0.00175545114295909,0.2513403727467,NA,"collagen, type VII, alpha 1"
5801,ENSMUSG00000030433,Sbk2,0.4071970089,5.83364013,9.7737041149678,0.00177025447509402,0.2513403727467,NA,"SH3-binding domain kinase family, member 2"
760,ENSMUSG00000006373,Pgrmc1,0.4861389788,3.65934225,9.7515018331965,0.00179176273712158,0.2518501703298,NA,progesterone receptor membrane component 1
13259,ENSMUSG00000097891,Gm3650,-1.449625727,-0.51951898,9.7028561561765,0.00183981833987826,0.2560444216369,NA,predicted gene 3650
650,ENSMUSG00000005397,Nid1,0.6765971328,5.14761564,9.373262474233,0.00220173303605701,0.2651055336765,NA,nidogen 1
2271,ENSMUSG00000021250,Fos,0.8661616512,2.14874006,9.4817561304813,0.00207525222701199,0.2651055336765,NA,FBJ osteosarcoma oncogene
2389,ENSMUSG00000021559,Dapk1,0.7430346098,2.55750758,9.5106213146104,0.00204285981875587,0.2651055336765,NA,death associated protein kinase 1
4748,ENSMUSG00000027894,Slc6a17,0.7591376834,2.4990579,9.573872361736,0.00197366041108398,0.2651055336765,NA,"solute carrier family 6 (neurotransmitter transporter), member 17"
5407,ENSMUSG00000029368,Alb,3.2033790945,5.96463325,9.3839062379954,0.0021889861656512,0.2651055336765,NA,albumin
5569,ENSMUSG00000029716,Tfr2,2.4538550674,-0.32135876,9.3691335636291,0.00220669802505336,0.2651055336765,NA,transferrin receptor 2
6219,ENSMUSG00000031558,Slit2,1.7706200241,-0.81930096,9.4969786042077,0.00205810523162947,0.2651055336765,NA,slit guidance ligand 2
8380,ENSMUSG00000039196,Orm1,1.7349945176,0.58758121,9.4362043542364,0.0021274333531733,0.2651055336765,NA,orosomucoid 1
8496,ENSMUSG00000039661,Dusp26,-0.4318740289,5.14734949,9.4070142803984,0.00216156922885345,0.2651055336765,NA,dual specificity phosphatase 26 (putative)
8810,ENSMUSG00000040794,C1qtnf4,-0.5533781516,3.88933574,9.3831365097691,0.00218990546887113,0.2651055336765,NA,C1q and tumor necrosis factor related protein 4
9357,ENSMUSG00000043631,Ecm2,0.6533472572,3.04910756,9.5963528991422,0.00194964222414855,0.2651055336765,NA,"extracellular matrix protein 2, female organ and adipocyte specific"
9724,ENSMUSG00000046718,Bst2,-0.7285508048,2.35019521,9.5104865433736,0.00204300986109563,0.2651055336765,NA,bone marrow stromal cell antigen 2
9837,ENSMUSG00000047591,Mafa,-0.6336105727,6.29931115,9.5329754737896,0.00201812666632491,0.2651055336765,NA,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)"
11269,ENSMUSG00000061353,Cxcl12,0.3445917397,5.69590267,9.6199928662214,0.00192470480911386,0.2651055336765,NA,chemokine (C-X-C motif) ligand 12
12282,ENSMUSG00000078190,Dnm3os,1.1128843919,0.69213198,9.4830336170189,0.00207380768058511,0.2651055336765,NA,"dynamin 3, opposite strand"
13950,ENSMUSG00000116597,Gm536,-1.1864338726,0.15699008,9.4514363698228,0.00210983810672865,0.2651055336765,NA,predicted gene 536
3033,ENSMUSG00000023043,Krt18,-1.0502320934,4.66276097,9.3355930025468,0.00224745352021094,0.2677136159329,NA,keratin 18
1401,ENSMUSG00000017969,Ptgis,0.8431424785,1.32312507,9.2883099316543,0.00230620833424575,0.2706357004601,NA,prostaglandin I2 (prostacyclin) synthase
4682,ENSMUSG00000027712,Anxa5,0.5748230051,4.17820685,9.2849101022922,0.00231049260495254,0.2706357004601,NA,annexin A5
9596,ENSMUSG00000045658,Pid1,0.8382051879,1.68610836,9.2296517102997,0.00238126939491187,0.2766208480569,NA,phosphotyrosine interaction domain containing 1
6496,ENSMUSG00000032179,Bmp5,1.1539755486,0.69284492,9.1800721794555,0.00244664374652463,0.2795936951313,NA,bone morphogenetic protein 5
12182,ENSMUSG00000074768,Bhmt,3.9934064465,2.71257803,9.1910974832159,0.00243195030564668,0.2795936951313,NA,betaine-homocysteine methyltransferase
7751,ENSMUSG00000037016,Frem2,-1.0671203161,0.22377353,9.1402567225834,0.00250046015247234,0.2834392572835,NA,Fras1 related extracellular matrix protein 2
5340,ENSMUSG00000029178,Klf3,0.5093243702,3.70790264,9.0622623929293,0.00260938914988139,0.2910918562757,NA,Kruppel-like factor 3 (basic)
8228,ENSMUSG00000038668,Lpar1,0.8813670384,2.10556031,9.0745185097906,0.00259195813227967,0.2910918562757,NA,lysophosphatidic acid receptor 1
3072,ENSMUSG00000023224,Serping1,0.5206654429,5.06562149,8.9867048469008,0.00271950948185577,0.2986361349763,NA,"serine (or cysteine) peptidase inhibitor, clade G, member 1"
10612,ENSMUSG00000054387,Mdm4,-0.3572401271,5.802721,8.9918595831972,0.00271184899571352,0.2986361349763,NA,transformed mouse 3T3 cell double minute 4
8056,ENSMUSG00000038156,Spon1,0.8730094658,1.58820204,8.9489400070295,0.00277630635766697,0.3005279299995,NA,"spondin 1, (f-spondin) extracellular matrix protein"
12771,ENSMUSG00000087231,E230016M11Rik,-0.8933856338,1.4168696,8.9468408639068,0.00277949849885716,0.3005279299995,NA,RIKEN cDNA E230016M11 gene
904,ENSMUSG00000008540,Mgst1,0.3947057836,4.85303664,8.8872781943401,0.00287164498264654,0.3012227005678,NA,microsomal glutathione S-transferase 1
3125,ENSMUSG00000023886,Smoc2,0.4268109809,6.50098476,8.9071665495281,0.0028405366538915,0.3012227005678,NA,SPARC related modular calcium binding 2
4087,ENSMUSG00000026255,Efhd1,0.9585072457,1.30327941,8.8986385927401,0.00285383350886876,0.3012227005678,NA,EF hand domain containing 1
7073,ENSMUSG00000034165,Ccnd3,0.4792856407,3.3654259,8.8887270099197,0.00286936718124355,0.3012227005678,NA,cyclin D3
4020,ENSMUSG00000026109,Tmeff2,1.0590650425,0.29845525,8.8645412921859,0.00290763305318477,0.3027384458931,NA,transmembrane protein with EGF-like and two follistatin-like domains 2
3434,ENSMUSG00000024620,Pdgfrb,0.4433734437,4.30820356,8.8500662215599,0.00293078257971051,0.3029049995618,NA,"platelet derived growth factor receptor, beta polypeptide"
957,ENSMUSG00000009614,Sardh,1.6249951729,1.38141043,8.72805421809,0.00313350720754299,0.3168674626563,NA,sarcosine dehydrogenase
2488,ENSMUSG00000021806,Nid2,0.7532221415,2.47506286,8.7294112930258,0.00313117580066983,0.3168674626563,NA,nidogen 2
10786,ENSMUSG00000056174,Col8a2,1.2993036785,0.8321394,8.73387258171,0.00312352387765318,0.3168674626563,NA,"collagen, type VIII, alpha 2"
941,ENSMUSG00000009378,Slc16a12,1.1385384846,-0.12780738,8.705883031322,0.00317184732158215,0.3168814355279,NA,"solute carrier family 16 (monocarboxylic acid transporters), member 12"
10794,ENSMUSG00000056220,Pla2g4a,1.2238791395,-0.31926957,8.7019296026771,0.00317873380829751,0.3168814355279,NA,"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
6904,ENSMUSG00000033420,Antxr1,0.6960716589,2.6817526,8.611908918683,0.00333972093714834,0.3305853344546,NA,anthrax toxin receptor 1
5810,ENSMUSG00000030470,Csrp3,-0.6377821096,6.54313785,8.5871056394222,0.00338551684245863,0.332774998165,NA,cysteine and glycine-rich protein 3
5292,ENSMUSG00000029093,Sorcs2,0.998978114,1.0347928,8.5535817274134,0.00344843060115385,0.3366051425682,NA,sortilin-related VPS10 domain containing receptor 2
855,ENSMUSG00000007682,Dio2,1.2234763456,0.16074299,8.5310892132424,0.00349130697975894,0.3384400752241,NA,"deiodinase, iodothyronine, type II"
8749,ENSMUSG00000040612,Ildr2,0.9162473693,1.23439557,8.4355401492332,0.00367957566792832,0.3542473670438,NA,immunoglobulin-like domain containing receptor 2
6361,ENSMUSG00000031849,Comp,0.7342444014,3.53498345,8.4200688325207,0.00371101743959016,0.35484395327130003,NA,cartilage oligomeric matrix protein
2060,ENSMUSG00000020758,Itgb4,0.7531939678,2.77412961,8.373375632763,0.00380757724341142,0.361616930631,NA,integrin beta 4
2328,ENSMUSG00000021388,Aspn,0.6457676836,3.22296538,8.3478259902618,0.00386149086883666,0.3642759439756,NA,asporin
1669,ENSMUSG00000019929,Dcn,0.5697566461,7.42849169,8.2792080331067,0.00401016161553116,0.3646371936355,NA,decorin
3473,ENSMUSG00000024747,Aldh1a7,1.3278305998,-0.53868001,8.2712479246468,0.00402778123448652,0.3646371936355,NA,"aldehyde dehydrogenase family 1, subfamily A7"
3993,ENSMUSG00000026042,Col5a2,0.8471396425,3.16219888,8.2576007064617,0.0040581727279782,0.3646371936355,NA,"collagen, type V, alpha 2"
5872,ENSMUSG00000030630,Fah,1.0654730978,1.49003703,8.2933975343249,0.00397894756137536,0.3646371936355,NA,fumarylacetoacetate hydrolase
6412,ENSMUSG00000031963,Bmper,0.9173081473,1.57331901,8.2725614823821,0.0040248682699522,0.3646371936355,NA,BMP-binding endothelial regulator
9606,ENSMUSG00000045730,Adrb2,-0.5182815036,3.97681113,8.2510452176146991,0.00407285425446588,0.3646371936355,NA,"adrenergic receptor, beta 2"
10404,ENSMUSG00000052392,Acot4,1.1679483257,0.40429759,8.3217653197858,0.00391728316486012,0.3646371936355,NA,acyl-CoA thioesterase 4
11850,ENSMUSG00000070436,Serpinh1,0.4894836776,4.37910527,8.2960674545418,0.00397310196367813,0.3646371936355,NA,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
4782,ENSMUSG00000027993,Trim2,0.9573426771,0.86033033,8.2234587417879,0.00413523104186544,0.3678785286358,NA,tripartite motif-containing 2
724,ENSMUSG00000006014,Prg4,0.7107186364,3.04465592,8.1851485467749,0.00422347200091644,0.3710320152805,NA,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
7515,ENSMUSG00000036040,Adamtsl2,1.2167281675,0.11451551,8.1913804841201,0.00420898833859037,0.3710320152805,NA,ADAMTS-like 2
3791,ENSMUSG00000025479,Cyp2e1,1.9394833258,3.43759919,8.1344707330521,0.0043431523266827,0.3791760813904,NA,"cytochrome P450, family 2, subfamily e, polypeptide 1"
132,ENSMUSG00000001082,Mfsd10,0.8178512084,1.33116568,8.060815245916,0.00452328261856989,0.3898825963473,NA,major facilitator superfamily domain containing 10
3527,ENSMUSG00000024866,Acy3,1.113670273,-0.01991036,8.0230378354067,0.00461860357723313,0.3898825963473,NA,aspartoacylase (aminoacylase) 3
6345,ENSMUSG00000031825,Crispld2,0.5557749313,4.18994086,8.033553144182,0.00459186742814018,0.3898825963473,NA,cysteine-rich secretory protein LCCL domain containing 2
6786,ENSMUSG00000032925,Itgbl1,0.675134416,2.28181829,8.0486614349586,0.00455372884565212,0.3898825963473,NA,"integrin, beta-like 1"
6876,ENSMUSG00000033308,Dpyd,0.7720466762,2.14540086,8.0177088307402,0.0046322135451058,0.3898825963473,NA,dihydropyrimidine dehydrogenase
10121,ENSMUSG00000049804,Armcx4,-0.3680916741,4.39570901,8.0638139530788,0.00451580256110773,0.3898825963473,NA,"armadillo repeat containing, X-linked 4"
7996,ENSMUSG00000037977,6430571L13Rik,-0.4689969375,4.78717744,7.9966478347576,0.00468640304457176,0.3920957213958,NA,RIKEN cDNA 6430571L13 gene
3124,ENSMUSG00000023885,Thbs2,0.6138093529,3.74301022,7.9741428728305,0.00474502179291041,0.392329566595,NA,thrombospondin 2
3859,ENSMUSG00000025723,Nmb,1.0865866008,0.69921673,7.9843369397838,0.00471837729961466,0.392329566595,NA,neuromedin B
1095,ENSMUSG00000013936,Myl2,-0.524029519,7.96318937,7.9382012164534,0.00484019240284543,0.3938609569558,NA,"myosin, light polypeptide 2, regulatory, cardiac, slow"
2798,ENSMUSG00000022512,Cldn1,1.2043169288,0.81028111,7.9146349591741,0.0049036473724572,0.3938609569558,NA,claudin 1
4346,ENSMUSG00000026879,Gsn,0.7283134144,8.99918302,7.9257504261593,0.00487361271793289,0.3938609569558,NA,gelsolin
10958,ENSMUSG00000057880,Abat,0.7730928999,1.94562145,7.9270944105602,0.00486999391495424,0.3938609569558,NA,4-aminobutyrate aminotransferase
11884,ENSMUSG00000070867,Trabd2b,0.7942396802,1.21038238,7.9239187225889,0.00487854916190261,0.3938609569558,NA,TraB domain containing 2B
